timestamp,site_id,building_id,asset_id,temperature,humidity,pressure,vibration,power_consumption,occupancy_count,operating_mode,fault_flag,fault_type,asset_type,iso_anomaly,temperature_zscore,vibration_zscore,power_consumption_zscore,stat_anomaly,temperature_drift,vibration_drift,drift_anomaly,anomaly_score,severity,any_anomaly
2026-06-15 12:03:00,SITE_A,BLDG_001,AST_0001,8.59,57.14,101.23,2.48,182.608,84,Cooling,0,,Chiller,0,0.4819122535503737,-0.13382380676459293,1.165253176360902,0,,,0,0,Normal,0
2026-06-15 12:58:00,SITE_A,BLDG_001,AST_0001,8.62,53.03,101.45,2.172,182.611,72,Cooling,0,,Chiller,0,0.49610419004003875,-1.4171011613181217,1.0713669555699827,0,,,0,0,Normal,0
2026-06-15 13:56:00,SITE_A,BLDG_001,AST_0001,8.71,51.49,101.1,2.394,186.654,73,Cooling,0,,Chiller,0,0.5826697527361183,-0.3935757078341506,1.0524294859933396,0,,,0,0,Normal,0
2026-06-15 15:04:00,SITE_A,BLDG_001,AST_0001,8.84,54.0,100.98,2.836,181.946,69,Heating,0,,Chiller,0,0.7149301146493959,1.4931433352459311,0.9200054935899009,0,,,0,0,Normal,0
2026-06-15 16:02:00,SITE_A,BLDG_001,AST_0001,9.11,48.48,101.77,2.639,183.577,68,Heating,0,,Chiller,0,1.0038523123518197,0.5924516027903444,0.8946813790037101,0,,,0,0,Normal,0
2026-06-15 16:59:00,SITE_A,BLDG_001,AST_0001,8.89,49.92,101.89,2.658,179.978,70,Heating,0,,Chiller,0,0.6866628623539521,0.6519450271324341,0.7987296649533387,0,,,0,0,Normal,0
2026-06-15 18:00:00,SITE_A,BLDG_001,AST_0001,8.18,46.68,101.65,2.562,181.585,68,Cooling,0,,Chiller,0,-0.2500190471594613,0.20309613891016517,0.7890608751465714,0,,,0,0,Normal,0
2026-06-15 18:56:00,SITE_A,BLDG_001,AST_0001,9.37,42.69,100.67,2.458,171.946,69,Cooling,0,,Chiller,0,1.279195903149768,-0.282937023244951,0.6106203729848039,0,0.4364999999999988,0.07501666666666651,0,0,Normal,0
2026-06-15 19:57:00,SITE_A,BLDG_001,AST_0001,8.76,42.36,101.36,2.229,63.257,17,Idle,0,,Chiller,0,0.4503802852326083,-1.3029463772142789,-1.1218047571975742,0,0.42833333333333456,0.06119047619047624,0,0,Normal,0
2026-06-15 21:01:00,SITE_A,BLDG_001,AST_0001,9.89,40.29,100.22,2.329,61.994,12,Idle,0,,Chiller,0,1.7870133930003511,-0.7955572261999769,-1.084261460342294,0,0.5369696969696971,0.015424242424242784,0,0,Normal,0
2026-06-15 22:01:00,SITE_A,BLDG_001,AST_0001,9.2,40.67,101.09,2.263,77.579,17,Idle,0,,Chiller,0,0.8673956050075726,-1.059842189667679,-0.800170525728943,0,0.5213768115942035,0.06802173913043452,0,0,Normal,0
2026-06-15 22:56:00,SITE_A,BLDG_001,AST_0001,9.58,40.34,101.69,2.618,55.315,11,Idle,0,,Chiller,0,1.279474196373422,0.6202700496632896,-1.110307101724122,0,0.5924999999999994,0.08024999999999949,0,0,Normal,0
2026-06-15 23:58:00,SITE_A,BLDG_001,AST_0001,9.33,34.57,102.28,2.335,66.019,21,Idle,0,,Chiller,0,0.9261477279789262,-0.7288964019250441,-0.9010668233272215,0,0.7537999999999982,0.1118800000000002,0,0,Normal,0
2026-06-16 01:00:00,SITE_A,BLDG_001,AST_0001,9.25,36.95,101.43,2.39,58.891,25,Idle,0,,Chiller,0,0.7983236013168078,-0.44916244308293873,-0.9788022893820288,0,0.7088461538461548,0.1196025641025642,0,0,Normal,0
2026-06-16 02:03:00,SITE_A,BLDG_001,AST_0001,8.73,38.57,101.42,2.337,76.437,25,Idle,0,,Chiller,0,0.13045792828160968,-0.6933192798399342,-0.672662779838908,0,0.7000000000000011,0.0962962962962961,0,0,Normal,0
2026-06-16 03:00:00,SITE_A,BLDG_001,AST_0001,8.33,34.56,100.88,2.923,66.614,25,Idle,0,,Chiller,0,-0.3834975340922648,2.0298966549346167,-0.8104385795808741,0,0.4507142857142856,0.013297619047619058,0,0,Normal,0
2026-06-16 04:02:00,SITE_A,BLDG_001,AST_0001,9.32,39.25,101.26,2.322,69.901,33,Idle,0,,Chiller,0,0.8995692040196019,-0.7719103469586194,-0.7355267055972882,0,0.4465517241379313,0.0023620689655174942,0,0,Normal,0
2026-06-16 04:57:00,SITE_A,BLDG_001,AST_0001,8.09,40.28,101.93,2.8,75.492,35,Idle,0,,Chiller,0,-0.7172740508315365,1.4125255110053412,-0.6267620075795911,0,0.21666666666666679,0.02220000000000022,0,0,Normal,0
2026-06-16 06:02:00,SITE_A,BLDG_001,AST_0001,7.24,42.17,101.54,2.493,73.885,31,Idle,0,,Chiller,0,-1.7308252086599054,-0.01202887898456968,-0.6392171398395275,0,0.08698924731182878,0.04861827956989284,0,0,Normal,0
2026-06-16 07:04:00,SITE_A,BLDG_001,AST_0001,9.38,51.25,101.57,2.589,64.064,36,Idle,0,,Chiller,0,0.9998593510426684,0.4330303890808312,-0.7870337594686614,0,0.09031250000000135,0.07886458333333346,0,0,Normal,0
2026-06-16 08:02:00,SITE_A,BLDG_001,AST_0001,8.14,49.21,101.66,2.641,183.958,94,Cooling,0,,Chiller,0,-0.5883708014100241,0.6668463244780836,1.2305691523995703,0,0.17454545454545567,0.12521212121212155,0,0,Normal,0
2026-06-16 09:00:00,SITE_A,BLDG_001,AST_0001,7.6,52.29,101.51,2.653,183.703,88,Cooling,0,,Chiller,0,-1.2428553952895025,0.7087113985376311,1.1819482315876229,0,0.26705882352941224,0.0757941176470589,0,0,Normal,0
2026-06-16 09:56:00,SITE_A,BLDG_001,AST_0001,7.9,51.37,101.86,2.639,198.088,86,Cooling,0,,Chiller,0,-0.8344156981456535,0.6279295192892823,1.3658803063577827,0,0.484809523809524,0.12486190476190462,0,0,Normal,0
2026-06-16 10:57:00,SITE_A,BLDG_001,AST_0001,6.55,55.9,101.79,2.579,185.704,87,Heating,0,,Chiller,0,-2.3371099870433114,0.3285982998834508,1.1215927331754934,0,0.6861111111111109,0.08613888888888921,0,0,Normal,0
2026-06-16 12:00:00,SITE_A,BLDG_001,AST_0001,8.18,53.89,101.62,2.49,179.215,82,Cooling,0,,Chiller,0,-0.36559499958797814,-0.11205878149405382,0.9860987537647751,0,0.5211261261261262,0.08625675675675692,0,0,Normal,0
2026-06-16 12:57:00,SITE_A,BLDG_001,AST_0001,7.36,46.48,101.19,2.758,192.257,73,Heating,0,,Chiller,0,-1.3162437299054595,1.1975670442277557,1.165281722009063,0,0.828333333333334,0.10795614035087686,0,0,Normal,0
2026-06-16 14:02:00,SITE_A,BLDG_001,AST_0001,8.11,48.26,100.79,2.166,179.477,74,Cooling,0,,Chiller,0,-0.4045170725728822,-1.6756366932903395,0.9304753766386133,0,0.8246153846153828,0.037833333333333385,0,0,Normal,0
2026-06-16 14:58:00,SITE_A,BLDG_001,AST_0001,9.3,54.66,101.45,2.351,193.649,78,Cooling,0,,Chiller,0,1.0213950319714222,-0.7583402485033193,1.1318041226089595,0,0.5627500000000003,0.008533333333333282,0,0,Normal,0
2026-06-16 16:03:00,SITE_A,BLDG_001,AST_0001,8.81,48.31,101.54,2.45,181.973,66,Cooling,0,,Chiller,0,0.41762070360883974,-0.2695244826173856,0.9175611981788396,0,0.41955284552845384,0.03867479674796703,0,0,Normal,0
2026-06-16 17:00:00,SITE_A,BLDG_001,AST_0001,8.6,47.6,101.38,2.21,181.242,70,Cooling,0,,Chiller,0,0.15684716880349348,-1.4067091035553003,0.8860613936273877,0,0.08095238095238244,0.09316666666666729,0,0,Normal,0
2026-06-16 17:58:00,SITE_A,BLDG_001,AST_0001,8.52,40.08,101.08,2.354,168.196,67,Heating,0,,Chiller,0,0.056382030739287735,-0.6896782845695809,0.6584129232230027,0,0.025348837209302033,0.11250000000000027,0,0,Normal,0
2026-06-16 18:57:00,SITE_A,BLDG_001,AST_0001,9.53,44.46,101.03,2.219,192.238,72,Cooling,0,,Chiller,0,1.2905093116706974,-1.3118858406783698,1.0348119513131409,0,0.312348484848485,0.1960833333333336,0,0,Normal,0
2026-06-16 19:58:00,SITE_A,BLDG_001,AST_0001,9.93,41.99,100.68,2.477,60.557,14,Idle,0,,Chiller,0,1.7104820737162132,-0.051900878952198616,-1.1327211725234498,0,0.5838888888888896,0.14401111111111087,0,0,Normal,0
2026-06-16 21:03:00,SITE_A,BLDG_001,AST_0001,8.36,35.07,101.49,2.568,53.8,18,Idle,0,,Chiller,0,-0.20688875229362066,0.39249613408427547,-1.211075273357733,0,0.43094202898550726,0.10959420289855082,0,0,Normal,0
2026-06-16 21:57:00,SITE_A,BLDG_001,AST_0001,9.95,35.98,101.51,2.22,57.608,22,Idle,0,,Chiller,0,1.6841899605246982,-1.3028814380549334,-1.120163370667521,0,0.5906737588652469,0.14219858156028353,0,0,Normal,0
2026-06-16 23:04:00,SITE_A,BLDG_001,AST_0001,8.92,37.56,101.22,2.6,56.995,23,Idle,0,,Chiller,0,0.43291531233288444,0.5679081428950777,-1.1037768803011496,0,0.6364583333333336,0.07962499999999961,0,0,Normal,0
2026-06-17 00:03:00,SITE_A,BLDG_001,AST_0001,10.28,34.86,101.61,2.632,67.337,18,Idle,0,,Chiller,0,2.0043558435771556,0.725375432152799,-0.9269638872472589,0,0.8947959183673468,0.0362721088435376,0,0,Normal,0
2026-06-17 01:01:00,SITE_A,BLDG_001,AST_0001,9.71,35.86,101.42,2.378,59.529,23,Idle,0,,Chiller,0,1.2783657266479846,-0.5067791799884973,-1.0633677324091146,0,0.9025999999999996,0.007553333333333523,0,0,Normal,0
2026-06-17 02:01:00,SITE_A,BLDG_001,AST_0001,8.3,41.57,100.49,2.027,65.941,27,Idle,0,,Chiller,0,-0.33588610437016253,-2.1742246448610865,-0.9616640354342044,0,0.637254901960782,0.07353921568627442,0,0,Normal,0
2026-06-17 03:01:00,SITE_A,BLDG_001,AST_0001,8.77,41.54,101.04,2.429,63.59,25,Idle,0,,Chiller,0,0.19970518631213854,-0.20231603662753553,-1.001690883001338,0,0.7026282051282049,0.0957692307692306,0,0,Normal,0
2026-06-17 03:58:00,SITE_A,BLDG_001,AST_0001,7.57,37.76,101.57,2.443,70.139,27,Idle,0,,Chiller,0,-1.155487459100915,-0.10239520733276232,-0.8987692438298953,0,0.3257547169811321,0.05796540880503187,0,0,Normal,0
2026-06-17 04:56:00,SITE_A,BLDG_001,AST_0001,7.72,43.08,101.33,2.154,66.597,26,Idle,0,,Chiller,0,-0.9793907330650228,-1.493503956070428,-0.9591208499004669,0,0.14203703703703674,0.12633333333333363,0,0,Normal,0
2026-06-17 05:56:00,SITE_A,BLDG_001,AST_0001,7.94,45.66,101.39,2.427,69.309,33,Idle,0,,Chiller,0,-0.7459291732221442,-0.12543494048913884,-0.9202669776634854,0,0.23627272727272874,0.15971515151515137,0,0,Normal,0
2026-06-17 07:02:00,SITE_A,BLDG_001,AST_0001,8.14,47.84,101.21,2.42,69.309,25,Idle,0,,Chiller,0,-0.5221365973733035,-0.20245196288897083,-0.9190851948345057,0,0.49023809523809625,0.15183333333333282,0,0,Normal,0
2026-06-17 08:00:00,SITE_A,BLDG_001,AST_0001,6.99,48.22,101.89,2.382,200.511,92,Cooling,0,,Chiller,0,-1.8040333272601963,-0.39099195188178154,1.2493310867363692,0,0.680964912280702,0.09114912280701759,0,0,Normal,0
2026-06-17 09:01:00,SITE_A,BLDG_001,AST_0001,8.24,54.12,101.72,2.29,186.097,85,Cooling,0,,Chiller,0,-0.45253424313873325,-0.8303760617822258,1.0081011805203266,0,0.7641954022988502,0.11126436781609161,0,0,Normal,0
2026-06-17 09:56:00,SITE_A,BLDG_001,AST_0001,8.17,53.19,101.02,2.434,183.383,94,Cooling,0,,Chiller,0,-0.5185117381200446,-0.0948649876666427,0.969325249851071,0,0.6580790960451974,0.11225706214689302,0,0,Normal,0
2026-06-17 10:59:00,SITE_A,BLDG_001,AST_0001,8.68,55.67,101.08,2.434,192.135,80,Cooling,0,,Chiller,0,0.07587796849458713,-0.08912995871669123,1.1056354490047313,0,0.5006666666666675,0.06510000000000016,0,0,Normal,0
2026-06-17 12:04:00,SITE_A,BLDG_001,AST_0001,7.33,53.65,101.4,2.832,184.912,81,Cooling,0,,Chiller,0,-1.513797438934848,1.8737585110878605,0.9850135175857506,0,0.5827049180327872,0.003650273224043765,0,0,Normal,0
2026-06-17 13:02:00,SITE_A,BLDG_001,AST_0001,8.13,52.9,101.38,2.526,189.651,81,Cooling,0,,Chiller,0,-0.5402833784168841,0.3086706335983512,1.0580355197585334,0,0.5782795698924721,0.013096774193548377,0,0,Normal,0
2026-06-17 13:58:00,SITE_A,BLDG_001,AST_0001,8.49,54.64,102.1,2.218,194.19,69,Cooling,0,,Chiller,0,-0.10438435679989974,-1.232542810735807,1.1268620485188694,0,0.3280952380952389,0.01023809523809538,0,0,Normal,0
2026-06-17 15:02:00,SITE_A,BLDG_001,AST_0001,8.24,46.06,100.95,2.389,195.076,69,Cooling,0,,Chiller,0,-0.38816962955516987,-0.3350150461166643,1.131566333882564,0,0.32401041666666686,0.007463541666666185,0,0,Normal,0
2026-06-17 16:02:00,SITE_A,BLDG_001,AST_0001,8.26,43.84,101.5,2.417,179.599,72,Cooling,0,,Chiller,0,-0.34425273954212093,-0.1654115336802503,0.8816420360477784,0,0.30535897435897397,0.005364102564102691,0,0,Normal,0
2026-06-17 17:01:00,SITE_A,BLDG_001,AST_0001,8.76,54.16,100.51,2.552,187.324,69,Heating,0,,Chiller,0,0.25885196093999724,0.568030476789429,1.0028556911911124,0,0.296060606060605,0.02369696969696955,0,0,Normal,0
2026-06-17 17:57:00,SITE_A,BLDG_001,AST_0001,9.76,45.25,101.17,2.77,187.175,68,Cooling,0,,Chiller,0,1.3924748490337049,1.6672767830543744,0.996691508250462,0,0.09009950248756304,0.008815920398010046,0,0,Normal,0
2026-06-17 19:00:00,SITE_A,BLDG_001,AST_0001,9.42,44.84,100.72,2.347,194.755,68,Cooling,0,,Chiller,0,0.9897536312211962,-0.5251769892597569,1.104126749751962,0,0.29181372549019713,0.01921078431372525,0,0,Normal,0
2026-06-17 19:58:00,SITE_A,BLDG_001,AST_0001,9.23,44.84,101.7,2.448,67.055,11,Idle,0,,Chiller,0,0.7505479978649872,-0.024065283606507285,-0.95951325266957,0,0.40500000000000114,0.019413043478260672,0,0,Normal,0
2026-06-17 21:01:00,SITE_A,BLDG_001,AST_0001,9.86,38.43,101.28,2.581,64.41,10,Idle,0,,Chiller,0,1.4896156326771721,0.6497808314850689,-1.003926000867252,0,0.6561428571428571,0.049795238095238226,0,0,Normal,0
2026-06-17 22:02:00,SITE_A,BLDG_001,AST_0001,9.06,35.65,101.54,2.447,60.392,21,Idle,0,,Chiller,0,0.5577727363236933,-0.07814944860072139,-1.0573434995927737,0,0.7824178403755884,0.05511032863849774,0,0,Normal,0
2026-06-17 23:03:00,SITE_A,BLDG_001,AST_0001,9.32,38.73,100.81,2.495,60.83,14,Idle,0,,Chiller,0,0.8749704236479477,0.19303734908569292,-1.0543284200103817,0,0.8652777777777771,0.04524999999999979,0,0,Normal,0
2026-06-18 00:00:00,SITE_A,BLDG_001,AST_0001,9.36,36.13,101.52,2.14,68.838,25,Idle,0,,Chiller,0,0.9208473263971063,-1.6502421880347526,-0.9270337950953226,0,0.7998611111111114,0.05308333333333293,0,0,Normal,0
2026-06-18 00:56:00,SITE_A,BLDG_001,AST_0001,8.3,36.18,101.23,1.941,67.021,26,Idle,0,,Chiller,0,-0.3086548144707691,-2.4659660321687586,-0.9618353073024168,0,0.6159722222222221,0.10747222222222197,0,0,Normal,0
2026-06-18 01:56:00,SITE_A,BLDG_001,AST_0001,8.74,41.47,100.02,2.389,64.279,26,Idle,0,,Chiller,0,0.2134255905459609,-0.2828076564107849,-0.9983282186327057,0,0.5411111111111122,0.11706944444444423,0,0,Normal,0
2026-06-18 02:56:00,SITE_A,BLDG_001,AST_0001,8.91,42.42,101.8,2.385,66.394,25,Idle,0,,Chiller,0,0.4005098154139211,-0.2633750029451665,-0.9640895871779098,0,0.3738888888888887,0.15063888888888854,0,0,Normal,0
2026-06-18 04:01:00,SITE_A,BLDG_001,AST_0001,9.17,42.93,101.51,2.565,61.479,29,Idle,0,,Chiller,0,0.7147330790934915,0.647739185030841,-1.037572528718734,0,0.38555555555555543,0.12826388888888918,0,0,Normal,0
2026-06-18 05:03:00,SITE_A,BLDG_001,AST_0001,8.28,42.12,101.45,2.52,64.429,34,Idle,0,,Chiller,0,-0.34946540217297045,0.4606450113257802,-0.9831094029488175,0,0.2055555555555557,0.1227083333333332,0,0,Normal,0
2026-06-18 05:58:00,SITE_A,BLDG_001,AST_0001,8.8,49.31,101.74,2.275,70.229,34,Idle,0,,Chiller,0,0.23822235850174156,-0.8335202075046396,-0.8880235383786521,0,0.09402777777777871,0.09722222222222232,0,0,Normal,0
2026-06-18 07:01:00,SITE_A,BLDG_001,AST_0001,7.48,49.15,101.01,2.511,61.215,29,Idle,0,,Chiller,0,-1.3186135791599765,0.4450086695246142,-1.0303127249222568,0,0.036944444444442226,0.008124999999999716,0,0,Normal,0
2026-06-18 07:58:00,SITE_A,BLDG_001,AST_0001,7.78,49.15,101.9,2.654,188.068,92,Cooling,0,,Chiller,0,-0.9388999499945166,1.213729127183976,0.9949650698857494,0,0.19902777777777736,0.03323611111111102,0,0,Normal,0
2026-06-18 08:56:00,SITE_A,BLDG_001,AST_0001,7.91,48.39,101.12,2.375,190.5,85,Cooling,0,,Chiller,0,-0.7960971606190916,-0.2632487747458473,1.0292097844336665,0,0.3859722222222235,0.03554166666666703,0,0,Normal,0
2026-06-18 10:02:00,SITE_A,BLDG_001,AST_0001,8.46,56.34,101.31,2.508,185.745,91,Cooling,0,,Chiller,0,-0.14278410373293587,0.48605023471871367,0.9618109478512171,0,0.4983333333333331,0.023499999999999854,0,0,Normal,0
2026-06-18 10:59:00,SITE_A,BLDG_001,AST_0001,7.39,53.62,101.24,2.539,181.37,89,Cooling,0,,Chiller,0,-1.5419235432754437,0.6650106088943745,0.8944794760967294,0,0.6427777777777779,0.02594444444444477,0,0,Normal,0
2026-06-18 11:58:00,SITE_A,BLDG_001,AST_0001,9.16,52.47,100.68,2.93,187.524,77,Cooling,0,,Chiller,0,0.6968389692859722,2.584206082302405,0.9877210127188066,0,0.5906944444444466,0.12886111111111154,0,0,Normal,0
2026-06-18 12:57:00,SITE_A,BLDG_001,AST_0001,9.34,53.25,101.17,2.221,184.661,81,Cooling,0,,Chiller,0,0.8917747750280585,-1.0339954249875716,0.946956883663641,0,0.29069444444444414,0.0798472222222224,0,0,Normal,0
2026-06-18 13:57:00,SITE_A,BLDG_001,AST_0001,8.65,52.74,101.66,2.603,183.788,84,Cooling,0,,Chiller,0,-0.022390570067702724,0.9373120503338724,0.9303043304797166,0,0.14486111111111022,0.06844444444444386,0,0,Normal,0
2026-06-18 14:59:00,SITE_A,BLDG_001,AST_0001,9.54,47.12,101.96,2.318,180.425,72,Cooling,0,,Chiller,0,1.1301352196042878,-0.5723949545649974,0.8848324586096984,0,0.1170833333333352,0.06613888888888875,0,0,Normal,0
2026-06-18 15:57:00,SITE_A,BLDG_001,AST_0001,9.73,52.05,100.73,2.388,179.97,69,Cooling,0,,Chiller,0,1.3269198307049692,-0.19421548892798426,0.8787285240301981,0,0.32013888888888786,0.04962500000000025,0,0,Normal,0
2026-06-18 17:00:00,SITE_A,BLDG_001,AST_0001,9.21,49.04,101.4,2.339,183.119,67,Cooling,0,,Chiller,0,0.6436068705914828,-0.47387713606905335,0.928197199481715,0,0.6190277777777773,0.02072222222222253,0,0,Normal,0
2026-06-18 17:56:00,SITE_A,BLDG_001,AST_0001,10.09,48.78,100.89,2.556,194.147,70,Cooling,0,,Chiller,0,1.6693001934158873,0.6658396417566791,1.0881705535231105,0,0.7475000000000005,0.04152777777777761,0,0,Normal,0
2026-06-18 19:04:00,SITE_A,BLDG_001,AST_0001,10.25,44.53,101.31,2.276,177.76,62,Cooling,0,,Chiller,0,1.8006894032071914,-0.8436555089780665,0.8355474550421312,0,0.8869444444444454,0.029833333333332934,0,0,Normal,0
2026-06-18 19:58:00,SITE_A,BLDG_001,AST_0001,9.51,36.85,101.37,2.157,57.496,9,Idle,0,,Chiller,0,0.9336730520681589,-1.417325081921203,-1.0890031893690992,0,1.0198611111111102,0.10316666666666707,0,0,Normal,0
2026-06-18 20:57:00,SITE_A,BLDG_001,AST_0001,10.7,39.6,101.22,2.793,62.877,6,Idle,0,,Chiller,0,2.2021837058021267,1.8475791179514363,-1.0092800652427572,0,1.2019444444444431,0.030444444444444496,0,0,Normal,0
2026-06-18 21:57:00,SITE_A,BLDG_001,AST_0001,9.98,34.74,102.0,2.341,54.969,13,Idle,0,,Chiller,0,1.3692303573418125,-0.47532082261573444,-1.134236960588664,0,1.2327777777777786,0.03936111111111096,0,0,Normal,0
2026-06-18 23:04:00,SITE_A,BLDG_001,AST_0001,10.17,39.3,101.49,2.465,64.791,17,Idle,0,,Chiller,0,1.5190374053362106,0.17946715443560612,-0.9820109285296081,0,1.3845833333333353,0.016236111111111118,0,0,Normal,0
2026-06-18 23:57:00,SITE_A,BLDG_001,AST_0001,10.82,39.3,101.17,2.753,63.975,18,Idle,0,,Chiller,0,2.182875835726444,1.6325375008797733,-0.992905290233133,0,1.485555555555555,0.010791666666666977,0,0,Normal,0
2026-06-19 01:03:00,SITE_A,BLDG_001,AST_0001,9.6,37.89,101.65,2.48,70.183,28,Idle,0,,Chiller,0,0.8494023564547071,0.22918560174278607,-0.8999435274874201,0,1.3723611111111111,0.04354166666666659,0,0,Normal,0
2026-06-19 01:57:00,SITE_A,BLDG_001,AST_0001,8.48,39.12,101.49,2.358,66.11,19,Idle,0,,Chiller,0,-0.3866704403677053,-0.4492452939662184,-0.9657328927564599,0,1.2041666666666675,0.0767500000000001,0,0,Normal,0
2026-06-19 03:02:00,SITE_A,BLDG_001,AST_0001,9.13,40.5,101.27,2.725,71.695,23,Idle,0,,Chiller,0,0.32069655600657315,1.4470187936776433,-0.8807019669024646,0,0.9313888888888897,0.06816666666666693,0,0,Normal,0
2026-06-19 03:58:00,SITE_A,BLDG_001,AST_0001,9.12,40.48,101.11,2.29,71.431,22,Idle,0,,Chiller,0,0.2799179383798002,-0.8042075599723114,-0.8857583698993902,0,0.7908333333333317,0.060111111111111004,0,0,Normal,0
2026-06-19 05:01:00,SITE_A,BLDG_001,AST_0001,8.86,40.94,101.25,2.533,61.241,29,Idle,0,,Chiller,0,-0.03957618625224396,0.4258057737257254,-1.0468376396493193,0,0.561805555555555,0.07515277777777785,0,0,Normal,0
2026-06-19 05:58:00,SITE_A,BLDG_001,AST_0001,8.86,40.78,100.88,2.481,73.817,26,Idle,0,,Chiller,0,-0.06232068432357472,0.1435559243579997,-0.846467765815448,0,0.2126388888888897,0.029986111111111047,0,0,Normal,0
2026-06-19 07:01:00,SITE_A,BLDG_001,AST_0001,8.21,45.07,101.01,2.301,67.48,27,Idle,0,,Chiller,0,-0.8188703472219061,-0.7943552290884502,-0.9477469061644054,0,0.0027777777777764356,0.004152777777777672,0,0,Normal,0
2026-06-19 08:04:00,SITE_A,BLDG_001,AST_0001,9.33,47.99,101.28,2.304,188.828,95,Cooling,0,,Chiller,0,0.449195828199688,-0.7661390295863525,1.0214583013365168,0,0.12236111111110937,0.00016666666666642627,0,0,Normal,0
2026-06-19 09:00:00,SITE_A,BLDG_001,AST_0001,8.05,49.58,101.13,2.254,186.002,85,Cooling,0,,Chiller,0,-1.111212752683251,-1.0209794790939601,0.9756550459415636,0,0.06388888888888822,0.0731250000000001,0,0,Normal,0
2026-06-19 10:03:00,SITE_A,BLDG_001,AST_0001,8.39,52.61,101.17,2.248,189.736,85,Cooling,0,,Chiller,0,-0.7049964873364242,-1.0204249208808105,1.031888042407024,0,0.19236111111111143,0.07469444444444484,0,0,Normal,0
2026-06-19 10:57:00,SITE_A,BLDG_001,AST_0001,9.16,54.07,102.24,2.589,181.532,83,Cooling,0,,Chiller,0,0.22767431012122083,0.7228384903773336,0.9058665495021486,0,0.1786111111111115,0.06550000000000011,0,0,Normal,0
2026-06-19 12:04:00,SITE_A,BLDG_001,AST_0001,9.52,53.69,100.86,2.516,196.795,80,Cooling,0,,Chiller,0,0.6399723707095369,0.3977253876499719,1.1449803127740807,0,0.08722222222222165,0.06002777777777757,0,0,Normal,0
2026-06-19 13:03:00,SITE_A,BLDG_001,AST_0001,8.43,53.28,101.8,2.65,186.843,79,Cooling,0,,Chiller,0,-0.7697637873679454,1.0911105054186043,0.9858194643810345,0,0.06541666666666579,0.0003611111111108123,0,0,Normal,0
2026-06-19 14:02:00,SITE_A,BLDG_001,AST_0001,9.15,47.45,101.4,2.168,192.916,77,Cooling,0,,Chiller,0,0.14240477526518744,-1.4514172715280036,1.0851555459679951,0,0.10986111111111008,0.023055555555555163,0,0,Normal,0
2026-06-19 15:00:00,SITE_A,BLDG_001,AST_0001,8.4,54.79,101.43,2.61,179.191,70,Cooling,0,,Chiller,0,-0.838175153280952,0.8475108420295786,0.8728298085399023,0,0.03902777777777722,0.032680555555555824,0,0,Normal,0
