timestamp,site_id,building_id,asset_id,temperature,humidity,pressure,vibration,power_consumption,occupancy_count,operating_mode,fault_flag,fault_type
2026-06-17 07:02:00,SITE_A,BLDG_001,AST_0001,8.14,47.84,101.21,2.42,,25,Idle,0,
2026-06-17 08:00:00,SITE_A,BLDG_001,AST_0001,6.99,48.22,101.89,2.382,200.511,92,Cooling,0,
2026-06-17 09:01:00,SITE_A,BLDG_001,AST_0001,8.24,54.12,101.72,2.29,186.097,85,Cooling,0,
2026-06-17 09:56:00,SITE_A,BLDG_001,AST_0001,8.17,53.19,101.02,2.434,183.383,94,Cooling,0,
2026-06-17 10:59:00,SITE_A,BLDG_001,AST_0001,8.68,55.67,101.08,2.434,192.135,80,Cooling,0,
2026-06-17 12:04:00,SITE_A,BLDG_001,AST_0001,7.33,53.65,101.4,2.832,184.912,81,Cooling,0,
2026-06-17 13:02:00,SITE_A,BLDG_001,AST_0001,8.13,52.9,101.38,2.526,189.651,81,Cooling,0,
2026-06-17 13:58:00,SITE_A,BLDG_001,AST_0001,8.49,54.64,102.1,2.218,194.19,69,Cooling,0,
2026-06-17 15:02:00,SITE_A,BLDG_001,AST_0001,8.24,46.06,100.95,2.389,195.076,69,Cooling,0,
2026-06-17 16:02:00,SITE_A,BLDG_001,AST_0001,8.26,43.84,101.5,2.417,179.599,72,Cooling,0,
2026-06-17 17:01:00,SITE_A,BLDG_001,AST_0001,8.76,54.16,100.51,2.552,187.324,69,Heating,0,
2026-06-17 17:57:00,SITE_A,BLDG_001,AST_0001,9.76,45.25,101.17,2.77,187.175,68,Cooling,0,
2026-06-17 19:00:00,SITE_A,BLDG_001,AST_0001,9.42,44.84,100.72,2.347,194.755,68,Cooling,0,
2026-06-17 19:58:00,SITE_A,BLDG_001,AST_0001,9.23,,101.7,2.448,67.055,11,Idle,0,
2026-06-17 21:01:00,SITE_A,BLDG_001,AST_0001,9.86,38.43,101.28,2.581,64.41,10,Idle,0,
2026-06-17 22:02:00,SITE_A,BLDG_001,AST_0001,9.06,35.65,101.54,2.447,60.392,21,Idle,0,
2026-06-17 23:03:00,SITE_A,BLDG_001,AST_0001,9.32,38.73,100.81,2.495,60.83,14,Idle,0,
2026-06-18 00:00:00,SITE_A,BLDG_001,AST_0001,9.36,36.13,101.52,2.14,68.838,25,Idle,0,
2026-06-18 00:56:00,SITE_A,BLDG_001,AST_0001,8.3,36.18,101.23,1.941,67.021,26,Idle,0,
2026-06-18 01:56:00,SITE_A,BLDG_001,AST_0001,8.74,41.47,100.02,2.389,64.279,26,Idle,0,
2026-06-18 02:56:00,SITE_A,BLDG_001,AST_0001,8.91,42.42,101.8,2.385,66.394,25,Idle,0,
2026-06-18 04:01:00,SITE_A,BLDG_001,AST_0001,9.17,42.93,101.51,2.565,61.479,29,Idle,0,
2026-06-18 05:03:00,SITE_A,BLDG_001,AST_0001,8.28,42.12,101.45,2.52,64.429,34,Idle,0,
2026-06-18 05:58:00,SITE_A,BLDG_001,AST_0001,8.8,49.31,101.74,2.275,70.229,34,Idle,0,
2026-06-18 07:01:00,SITE_A,BLDG_001,AST_0001,7.48,49.15,101.01,2.511,61.215,29,Idle,0,
2026-06-18 07:58:00,SITE_A,BLDG_001,AST_0001,7.78,,101.9,2.654,188.068,92,Cooling,0,
2026-06-18 08:56:00,SITE_A,BLDG_001,AST_0001,7.91,48.39,101.12,2.375,190.5,85,Cooling,0,
2026-06-18 10:02:00,SITE_A,BLDG_001,AST_0001,8.46,56.34,101.31,2.508,185.745,91,Cooling,0,
2026-06-18 10:59:00,SITE_A,BLDG_001,AST_0001,7.39,53.62,101.24,2.539,181.37,89,Cooling,0,
2026-06-18 11:58:00,SITE_A,BLDG_001,AST_0001,9.16,52.47,100.68,2.93,187.524,77,Cooling,0,
2026-06-18 12:57:00,SITE_A,BLDG_001,AST_0001,9.34,53.25,101.17,2.221,184.661,81,Cooling,0,
2026-06-18 13:57:00,SITE_A,BLDG_001,AST_0001,8.65,52.74,101.66,2.603,183.788,84,Cooling,0,
2026-06-18 14:59:00,SITE_A,BLDG_001,AST_0001,9.54,47.12,101.96,2.318,180.425,72,Cooling,0,
2026-06-18 15:57:00,SITE_A,BLDG_001,AST_0001,9.73,52.05,100.73,2.388,179.97,69,Cooling,0,
2026-06-18 17:00:00,SITE_A,BLDG_001,AST_0001,9.21,49.04,101.4,2.339,183.119,67,Cooling,0,
2026-06-18 17:56:00,SITE_A,BLDG_001,AST_0001,10.09,48.78,100.89,2.556,194.147,70,Cooling,0,
2026-06-18 19:04:00,SITE_A,BLDG_001,AST_0001,10.25,44.53,101.31,2.276,177.76,62,Cooling,0,
2026-06-18 19:58:00,SITE_A,BLDG_001,AST_0001,9.51,36.85,101.37,2.157,57.496,9,Idle,0,
2026-06-18 20:57:00,SITE_A,BLDG_001,AST_0001,10.7,39.6,101.22,2.793,62.877,6,Idle,0,
2026-06-18 21:57:00,SITE_A,BLDG_001,AST_0001,9.98,34.74,102.0,2.341,54.969,13,Idle,0,
2026-06-18 23:04:00,SITE_A,BLDG_001,AST_0001,10.17,39.3,101.49,2.465,64.791,17,Idle,0,
2026-06-18 23:57:00,SITE_A,BLDG_001,AST_0001,10.82,,101.17,2.753,63.975,18,Idle,0,
2026-06-19 01:03:00,SITE_A,BLDG_001,AST_0001,9.6,37.89,101.65,2.48,70.183,28,Idle,0,
2026-06-19 01:57:00,SITE_A,BLDG_001,AST_0001,8.48,39.12,101.49,2.358,66.11,19,Idle,0,
2026-06-19 03:02:00,SITE_A,BLDG_001,AST_0001,9.13,40.5,101.27,2.725,71.695,23,Idle,0,
2026-06-19 03:58:00,SITE_A,BLDG_001,AST_0001,9.12,40.48,101.11,2.29,71.431,22,Idle,0,
2026-06-19 05:01:00,SITE_A,BLDG_001,AST_0001,8.86,40.94,101.25,2.533,61.241,29,Idle,0,
2026-06-19 05:58:00,SITE_A,BLDG_001,AST_0001,,40.78,100.88,2.481,73.817,26,Idle,0,
2026-06-19 07:01:00,SITE_A,BLDG_001,AST_0001,8.21,45.07,101.01,2.301,67.48,27,Idle,0,
2026-06-19 08:04:00,SITE_A,BLDG_001,AST_0001,9.33,47.99,101.28,2.304,188.828,95,Cooling,0,
2026-06-19 09:00:00,SITE_A,BLDG_001,AST_0001,8.05,49.58,101.13,2.254,186.002,85,Cooling,0,
2026-06-19 10:03:00,SITE_A,BLDG_001,AST_0001,8.39,52.61,101.17,2.248,189.736,85,Cooling,0,
2026-06-19 10:57:00,SITE_A,BLDG_001,AST_0001,9.16,54.07,102.24,2.589,181.532,83,Cooling,0,
2026-06-19 12:04:00,SITE_A,BLDG_001,AST_0001,9.52,53.69,100.86,2.516,196.795,80,Cooling,0,
2026-06-19 13:03:00,SITE_A,BLDG_001,AST_0001,8.43,53.28,101.8,2.65,186.843,79,Cooling,0,
2026-06-19 14:02:00,SITE_A,BLDG_001,AST_0001,9.15,47.45,101.4,2.168,192.916,77,Cooling,0,
2026-06-19 15:00:00,SITE_A,BLDG_001,AST_0001,8.4,54.79,101.43,2.61,179.191,70,Cooling,0,
2026-06-19 15:57:00,SITE_A,BLDG_001,AST_0001,9.1,51.44,100.69,2.342,170.76,71,Cooling,0,
2026-06-19 16:59:00,SITE_A,BLDG_001,AST_0001,9.16,45.77,101.12,2.631,184.291,68,Heating,0,
2026-06-19 18:04:00,SITE_A,BLDG_001,AST_0001,10.81,44.51,100.88,2.66,182.598,63,Cooling,0,
2026-06-19 19:04:00,SITE_A,BLDG_001,AST_0001,10.39,,101.38,2.147,,71,Cooling,0,
2026-06-19 20:02:00,SITE_A,BLDG_001,AST_0001,9.23,41.38,101.45,2.44,69.4,13,Idle,0,
2026-06-19 20:58:00,SITE_A,BLDG_001,AST_0001,10.72,36.75,101.15,2.598,59.859,12,Idle,0,
2026-06-19 21:58:00,SITE_A,BLDG_001,AST_0001,9.06,37.61,101.69,2.76,57.608,17,Idle,0,
2026-06-19 23:01:00,SITE_A,BLDG_001,AST_0001,9.98,38.55,101.37,2.639,49.462,7,Idle,0,
2026-06-19 23:58:00,SITE_A,BLDG_001,AST_0001,9.72,38.27,100.65,2.341,58.473,23,Idle,0,
2026-06-20 00:56:00,SITE_A,BLDG_001,AST_0001,9.88,34.68,101.58,2.627,56.293,20,Idle,0,
2026-06-20 01:59:00,SITE_A,BLDG_001,AST_0001,10.03,43.91,101.35,2.583,77.96,19,Idle,0,
2026-06-20 03:04:00,SITE_A,BLDG_001,AST_0001,8.65,35.53,100.36,2.373,53.545,24,Idle,0,
2026-06-20 04:03:00,SITE_A,BLDG_001,AST_0001,10.01,41.14,101.6,2.54,57.27,24,Idle,0,
2026-06-20 04:56:00,SITE_A,BLDG_001,AST_0001,8.66,45.94,101.16,2.336,65.865,28,Idle,0,
2026-06-20 06:02:00,SITE_A,BLDG_001,AST_0001,9.04,49.03,101.67,2.44,66.257,31,Idle,0,
2026-06-20 07:02:00,SITE_A,BLDG_001,AST_0001,8.1,51.14,101.28,2.609,66.814,32,Idle,0,
2026-06-20 08:03:00,SITE_A,BLDG_001,AST_0001,8.21,49.4,101.49,2.517,60.208,24,Idle,0,
2026-06-20 09:02:00,SITE_A,BLDG_001,AST_0001,8.16,50.28,101.58,2.212,68.18,24,Idle,0,
2026-06-20 09:58:00,SITE_A,BLDG_001,AST_0001,9.92,54.63,100.94,2.81,57.954,31,Idle,0,
2026-06-20 10:58:00,SITE_A,BLDG_001,AST_0001,9.14,54.72,101.52,2.176,65.684,28,Idle,0,
2026-06-20 11:57:00,SITE_A,BLDG_001,AST_0001,7.81,52.74,101.28,2.231,52.202,22,Idle,0,
2026-06-20 12:58:00,SITE_A,BLDG_001,AST_0001,9.58,54.79,101.81,2.451,64.975,21,Idle,0,
2026-06-20 13:56:00,SITE_A,BLDG_001,AST_0001,8.21,52.14,101.33,2.331,63.571,11,Idle,0,
2026-06-20 14:57:00,SITE_A,BLDG_001,AST_0001,9.21,45.78,101.81,2.54,59.525,13,Idle,0,
2026-06-20 16:00:00,SITE_A,BLDG_001,AST_0001,9.55,51.24,101.45,2.453,55.902,11,Idle,0,
2026-06-20 16:56:00,SITE_A,BLDG_001,AST_0001,10.45,40.95,100.82,2.436,56.331,7,Idle,0,
2026-06-20 18:03:00,SITE_A,BLDG_001,AST_0001,9.84,51.67,101.08,2.668,66.218,14,Idle,0,
2026-06-20 19:03:00,SITE_A,BLDG_001,AST_0001,9.89,40.39,100.99,2.322,63.235,11,Idle,0,
2026-06-20 20:02:00,SITE_A,BLDG_001,AST_0001,11.22,42.47,101.05,2.386,63.066,11,Idle,0,
2026-06-20 21:00:00,SITE_A,BLDG_001,AST_0001,11.01,37.68,101.22,2.381,62.718,17,Idle,0,
2026-06-20 21:57:00,SITE_A,BLDG_001,AST_0001,10.15,35.99,100.78,2.005,62.726,18,Idle,0,
2026-06-20 23:02:00,SITE_A,BLDG_001,AST_0001,9.76,39.28,101.46,2.404,76.383,25,Idle,0,
2026-06-20 23:58:00,SITE_A,BLDG_001,AST_0001,10.72,36.62,101.56,2.36,54.884,12,Idle,0,
2026-06-21 01:00:00,SITE_A,BLDG_001,AST_0001,9.48,38.67,101.25,2.544,65.201,23,Idle,0,
2026-06-21 02:02:00,SITE_A,BLDG_001,AST_0001,10.24,35.33,100.92,2.274,60.846,28,Idle,0,
2026-06-21 03:03:00,SITE_A,BLDG_001,AST_0001,8.91,41.29,101.28,2.291,58.233,28,Idle,0,
2026-06-21 04:00:00,SITE_A,BLDG_001,AST_0001,8.7,47.6,101.4,2.227,65.709,28,Idle,0,
2026-06-21 04:59:00,SITE_A,BLDG_001,AST_0001,7.9,41.96,101.11,2.825,69.63,28,Idle,0,
2026-06-21 06:03:00,SITE_A,BLDG_001,AST_0001,9.66,43.98,101.07,2.446,64.176,26,Idle,0,
2026-06-21 07:01:00,SITE_A,BLDG_001,AST_0001,9.25,47.79,100.45,2.628,62.846,30,Idle,0,
2026-06-21 08:02:00,SITE_A,BLDG_001,AST_0001,9.24,51.22,101.41,2.694,71.621,37,Idle,0,
2026-06-21 09:03:00,SITE_A,BLDG_001,AST_0001,7.4,48.12,101.27,2.769,66.108,27,Idle,0,
2026-06-21 09:59:00,SITE_A,BLDG_001,AST_0001,9.24,54.63,101.38,2.368,64.329,29,Idle,0,
2026-06-21 10:59:00,SITE_A,BLDG_001,AST_0001,9.43,54.61,100.69,2.605,66.112,23,Idle,0,
2026-06-21 12:02:00,SITE_A,BLDG_001,AST_0001,8.76,53.58,100.63,2.617,62.051,15,Idle,0,
2026-06-21 12:59:00,SITE_A,BLDG_001,AST_0001,9.61,52.12,100.88,2.316,71.034,21,Idle,0,
2026-06-21 14:03:00,SITE_A,BLDG_001,AST_0001,8.68,53.75,101.6,2.294,61.841,13,Idle,0,
2026-06-21 15:04:00,SITE_A,BLDG_001,AST_0001,8.28,50.17,101.27,2.521,67.064,9,Idle,0,
2026-06-21 15:57:00,SITE_A,BLDG_001,AST_0001,8.73,52.73,101.4,2.399,62.161,7,Idle,0,
2026-06-21 17:02:00,SITE_A,BLDG_001,AST_0001,10.2,48.93,100.57,2.58,61.865,5,Idle,0,
2026-06-21 17:57:00,SITE_A,BLDG_001,AST_0001,10.67,47.42,101.19,2.472,72.506,13,Idle,0,
2026-06-21 19:02:00,SITE_A,BLDG_001,AST_0001,10.19,42.05,101.35,2.455,68.358,8,Idle,0,
2026-06-21 20:01:00,SITE_A,BLDG_001,AST_0001,9.57,37.69,101.2,2.462,66.477,11,Idle,0,
2026-06-21 21:04:00,SITE_A,BLDG_001,AST_0001,10.19,,101.9,2.517,60.227,14,Idle,0,
2026-06-21 22:03:00,SITE_A,BLDG_001,AST_0001,10.24,40.88,101.31,2.419,67.822,17,Idle,0,
2026-06-21 23:01:00,SITE_A,BLDG_001,AST_0001,10.34,37.59,100.85,2.452,71.194,10,Idle,0,
2026-06-22 00:02:00,SITE_A,BLDG_001,AST_0001,10.04,38.56,101.34,2.682,68.09,24,Idle,0,
2026-06-22 00:56:00,SITE_A,BLDG_001,AST_0001,10.76,40.0,101.34,2.546,60.348,29,Idle,0,
2026-06-22 01:59:00,SITE_A,BLDG_001,AST_0001,10.15,39.68,100.82,2.61,64.426,25,Idle,0,
2026-06-22 03:00:00,SITE_A,BLDG_001,AST_0001,9.6,38.5,101.23,2.683,58.7,32,Idle,0,
2026-06-22 04:03:00,SITE_A,BLDG_001,AST_0001,9.6,43.2,101.55,2.52,67.766,25,Idle,0,
2026-06-22 05:04:00,SITE_A,BLDG_001,AST_0001,8.87,39.88,101.6,2.235,67.035,30,Idle,0,
2026-06-22 06:02:00,SITE_A,BLDG_001,AST_0001,8.63,45.47,101.05,2.494,63.876,26,Idle,0,
2026-06-22 06:56:00,SITE_A,BLDG_001,AST_0001,8.59,48.03,101.52,2.191,73.591,33,Idle,0,
2026-06-22 08:04:00,SITE_A,BLDG_001,AST_0001,8.7,53.98,101.52,2.347,186.587,90,Cooling,0,
2026-06-22 09:00:00,SITE_A,BLDG_001,AST_0001,8.19,55.12,101.1,2.323,189.163,90,Cooling,0,
2026-06-22 10:00:00,SITE_A,BLDG_001,AST_0001,8.15,50.24,100.75,2.377,179.229,88,Cooling,0,
2026-06-22 11:04:00,SITE_A,BLDG_001,AST_0001,8.41,,101.29,1.986,202.659,81,Cooling,0,
2026-06-22 11:58:00,SITE_A,BLDG_001,AST_0001,8.49,54.65,101.48,2.473,205.772,85,Cooling,0,
2026-06-22 12:58:00,SITE_A,BLDG_001,AST_0001,9.18,52.4,101.49,2.575,183.85,83,Cooling,0,
2026-06-22 13:59:00,SITE_A,BLDG_001,AST_0001,8.2,48.52,101.54,2.861,192.435,74,Heating,0,
2026-06-22 14:58:00,SITE_A,BLDG_001,AST_0001,8.61,52.81,100.88,2.39,185.232,77,Cooling,0,
2026-06-22 16:04:00,SITE_A,BLDG_001,AST_0001,8.38,47.66,101.53,2.37,189.756,72,Cooling,0,
2026-06-22 16:58:00,SITE_A,BLDG_001,AST_0001,9.61,46.47,101.37,2.46,177.654,73,Cooling,0,
2026-06-22 18:02:00,SITE_A,BLDG_001,AST_0001,10.82,46.53,102.16,2.374,177.369,64,Cooling,0,
2026-06-22 19:02:00,SITE_A,BLDG_001,AST_0001,9.6,44.13,101.48,2.423,178.554,69,Heating,0,
2026-06-22 19:56:00,SITE_A,BLDG_001,AST_0001,10.15,43.3,101.46,2.666,68.524,16,Idle,0,
2026-06-22 21:00:00,SITE_A,BLDG_001,AST_0001,9.87,33.38,101.57,2.676,67.725,17,Idle,0,
2026-06-22 22:03:00,SITE_A,BLDG_001,AST_0001,10.22,35.62,100.82,2.653,66.936,13,Idle,0,
2026-06-22 23:02:00,SITE_A,BLDG_001,AST_0001,9.92,38.22,100.34,2.264,69.166,20,Idle,0,
2026-06-22 23:59:00,SITE_A,BLDG_001,AST_0001,10.34,38.67,101.26,2.522,67.764,23,Idle,0,
2026-06-23 00:59:00,SITE_A,BLDG_001,AST_0001,10.56,40.97,101.61,2.674,66.332,21,Idle,0,
2026-06-23 02:02:00,SITE_A,BLDG_001,AST_0001,9.02,,101.07,2.594,61.777,24,Idle,0,
2026-06-23 03:04:00,SITE_A,BLDG_001,AST_0001,10.51,37.43,101.96,2.388,69.752,23,Idle,0,
2026-06-23 04:04:00,SITE_A,BLDG_001,AST_0001,8.62,36.84,101.69,2.504,60.766,33,Idle,0,
2026-06-23 05:01:00,SITE_A,BLDG_001,AST_0001,8.34,40.76,101.7,2.431,70.21,34,Idle,0,
2026-06-23 06:04:00,SITE_A,BLDG_001,AST_0001,8.19,44.07,100.55,2.359,69.049,30,Idle,0,
2026-06-23 06:56:00,SITE_A,BLDG_001,AST_0001,7.18,44.83,101.09,2.403,66.011,25,Idle,0,
2026-06-23 07:56:00,SITE_A,BLDG_001,AST_0001,8.25,49.64,101.79,2.376,194.425,89,Heating,0,
2026-06-23 08:57:00,SITE_A,BLDG_001,AST_0001,7.93,49.34,100.81,2.434,183.573,89,Cooling,0,
2026-06-23 10:01:00,SITE_A,BLDG_001,AST_0001,8.03,53.15,101.31,2.412,190.439,87,Cooling,0,
2026-06-23 10:56:00,SITE_A,BLDG_001,AST_0001,8.64,51.2,101.34,2.358,180.183,78,Cooling,0,
2026-06-23 11:59:00,SITE_A,BLDG_001,AST_0001,9.01,51.41,101.33,2.494,189.534,77,Cooling,0,
2026-06-23 13:04:00,SITE_A,BLDG_001,AST_0001,7.57,49.42,101.38,2.267,184.945,75,Cooling,0,
2026-06-23 13:58:00,SITE_A,BLDG_001,AST_0001,8.02,55.85,101.1,2.623,176.115,83,Heating,0,
2026-06-23 15:03:00,SITE_A,BLDG_001,AST_0001,8.42,51.34,101.12,2.407,,69,Cooling,0,
2026-06-23 15:56:00,SITE_A,BLDG_001,AST_0001,9.88,48.71,100.66,2.307,188.038,73,Cooling,0,
2026-06-23 16:58:00,SITE_A,BLDG_001,AST_0001,8.46,50.03,101.11,2.777,178.448,70,Cooling,0,
2026-06-23 17:58:00,SITE_A,BLDG_001,AST_0001,8.79,43.72,101.76,2.471,183.14,76,Cooling,0,
2026-06-23 19:04:00,SITE_A,BLDG_001,AST_0001,10.14,44.04,101.2,2.424,181.629,73,Cooling,0,
2026-06-23 19:58:00,SITE_A,BLDG_001,AST_0001,9.92,44.68,100.71,2.564,64.566,17,Idle,0,
2026-06-23 21:01:00,SITE_A,BLDG_001,AST_0001,9.72,37.8,101.92,2.318,65.43,15,Idle,0,
2026-06-23 21:59:00,SITE_A,BLDG_001,AST_0001,,33.18,100.72,2.702,63.19,13,Idle,0,
2026-06-23 22:59:00,SITE_A,BLDG_001,AST_0001,8.24,36.87,101.25,2.21,62.333,11,Idle,0,
2026-06-23 23:59:00,SITE_A,BLDG_001,AST_0001,9.04,38.24,101.07,2.388,68.89,22,Idle,0,
2026-06-24 01:01:00,SITE_A,BLDG_001,AST_0001,9.68,36.81,100.71,2.332,63.576,29,Idle,0,
2026-06-24 01:58:00,SITE_A,BLDG_001,AST_0001,8.68,34.49,101.42,2.119,53.838,21,Idle,0,
2026-06-24 03:02:00,SITE_A,BLDG_001,AST_0001,9.75,34.56,100.92,2.474,71.672,26,Idle,0,
2026-06-24 04:04:00,SITE_A,BLDG_001,AST_0001,8.78,43.97,100.46,2.653,58.037,29,Idle,0,
2026-06-24 05:02:00,SITE_A,BLDG_001,AST_0001,7.44,40.73,101.94,2.348,69.983,30,Idle,0,
2026-06-24 05:57:00,SITE_A,BLDG_001,AST_0001,7.45,46.07,101.04,2.594,65.706,22,Idle,0,
2026-06-24 07:04:00,SITE_A,BLDG_001,AST_0001,7.62,51.18,101.5,2.436,57.806,22,Idle,0,
2026-06-24 07:59:00,SITE_A,BLDG_001,AST_0001,7.05,47.4,101.0,2.03,193.24,88,Heating,0,
2026-06-24 09:00:00,SITE_A,BLDG_001,AST_0001,7.42,,100.84,2.277,190.958,85,Cooling,0,
