building_id,forecast_origin,target_timestamp,horizon,actual,forecast,baseline
BLDG_001,2026-07-23 05:00:00,2026-07-23 21:00:00,16,90.635,105.11327,104.19
BLDG_001,2026-07-23 05:00:00,2026-07-23 22:00:00,17,94.768,107.40254,103.863
BLDG_001,2026-07-23 05:00:00,2026-07-23 23:00:00,18,39.346,107.16035,100.677
BLDG_001,2026-07-23 05:00:00,2026-07-24 00:00:00,19,112.424,106.84319,109.667
BLDG_001,2026-07-23 05:00:00,2026-07-24 01:00:00,20,110.387,108.25706,107.226
BLDG_001,2026-07-23 05:00:00,2026-07-24 02:00:00,21,102.311,109.721954,101.309
BLDG_001,2026-07-23 05:00:00,2026-07-24 03:00:00,22,100.13,111.2515,119.724
BLDG_001,2026-07-23 05:00:00,2026-07-24 04:00:00,23,100.333,112.58419,111.518
BLDG_001,2026-07-23 05:00:00,2026-07-24 05:00:00,24,43.01,113.62699,109.546
BLDG_001,2026-07-23 06:00:00,2026-07-23 07:00:00,1,109.73,137.4886,97.837
BLDG_001,2026-07-23 06:00:00,2026-07-23 08:00:00,2,310.971,295.37485,306.566
BLDG_001,2026-07-23 06:00:00,2026-07-23 09:00:00,3,120.877,308.4217,306.558
BLDG_001,2026-07-23 06:00:00,2026-07-23 10:00:00,4,119.961,312.2629,310.779
BLDG_001,2026-07-23 06:00:00,2026-07-23 11:00:00,5,121.998,313.02597,316.132
BLDG_001,2026-07-23 06:00:00,2026-07-23 12:00:00,6,305.453,309.32343,320.251
BLDG_001,2026-07-23 06:00:00,2026-07-23 13:00:00,7,310.977,305.72424,314.187
BLDG_001,2026-07-23 06:00:00,2026-07-23 14:00:00,8,307.429,302.4239,298.625
BLDG_001,2026-07-23 06:00:00,2026-07-23 15:00:00,9,306.648,299.547,291.731
BLDG_001,2026-07-23 06:00:00,2026-07-23 16:00:00,10,307.778,297.341,307.21
BLDG_001,2026-07-23 06:00:00,2026-07-23 17:00:00,11,316.925,295.87766,290.875
BLDG_001,2026-07-23 06:00:00,2026-07-23 18:00:00,12,293.63,295.98886,272.582
BLDG_001,2026-07-23 06:00:00,2026-07-23 19:00:00,13,298.347,289.6832,290.437
BLDG_001,2026-07-23 06:00:00,2026-07-23 20:00:00,14,97.004,101.08939,107.983
BLDG_001,2026-07-23 06:00:00,2026-07-23 21:00:00,15,90.635,104.483025,104.19
BLDG_001,2026-07-23 06:00:00,2026-07-23 22:00:00,16,94.768,106.23417,103.863
BLDG_001,2026-07-23 06:00:00,2026-07-23 23:00:00,17,39.346,106.348015,100.677
BLDG_001,2026-07-23 06:00:00,2026-07-24 00:00:00,18,112.424,105.784195,109.667
BLDG_001,2026-07-23 06:00:00,2026-07-24 01:00:00,19,110.387,107.25126,107.226
BLDG_001,2026-07-23 06:00:00,2026-07-24 02:00:00,20,102.311,108.75796,101.309
BLDG_001,2026-07-23 06:00:00,2026-07-24 03:00:00,21,100.13,110.40405,119.724
BLDG_001,2026-07-23 06:00:00,2026-07-24 04:00:00,22,100.333,111.85347,111.518
BLDG_001,2026-07-23 06:00:00,2026-07-24 05:00:00,23,43.01,112.81565,109.546
BLDG_001,2026-07-23 06:00:00,2026-07-24 06:00:00,24,104.618,113.40291,113.022
BLDG_001,2026-07-23 07:00:00,2026-07-23 08:00:00,1,310.971,291.70322,306.566
BLDG_001,2026-07-23 07:00:00,2026-07-23 09:00:00,2,120.877,311.34576,306.558
BLDG_001,2026-07-23 07:00:00,2026-07-23 10:00:00,3,119.961,308.66418,310.779
BLDG_001,2026-07-23 07:00:00,2026-07-23 11:00:00,4,121.998,311.41943,316.132
BLDG_001,2026-07-23 07:00:00,2026-07-23 12:00:00,5,305.453,309.1362,320.251
BLDG_001,2026-07-23 07:00:00,2026-07-23 13:00:00,6,310.977,306.2661,314.187
BLDG_001,2026-07-23 07:00:00,2026-07-23 14:00:00,7,307.429,303.17596,298.625
BLDG_001,2026-07-23 07:00:00,2026-07-23 15:00:00,8,306.648,300.30237,291.731
BLDG_001,2026-07-23 07:00:00,2026-07-23 16:00:00,9,307.778,298.0506,307.21
BLDG_001,2026-07-23 07:00:00,2026-07-23 17:00:00,10,316.925,296.52002,290.875
BLDG_001,2026-07-23 07:00:00,2026-07-23 18:00:00,11,293.63,297.0744,272.582
BLDG_001,2026-07-23 07:00:00,2026-07-23 19:00:00,12,298.347,291.9581,290.437
BLDG_001,2026-07-23 07:00:00,2026-07-23 20:00:00,13,97.004,102.60268,107.983
BLDG_001,2026-07-23 07:00:00,2026-07-23 21:00:00,14,90.635,104.24096,104.19
BLDG_001,2026-07-23 07:00:00,2026-07-23 22:00:00,15,94.768,105.05487,103.863
BLDG_001,2026-07-23 07:00:00,2026-07-23 23:00:00,16,39.346,105.54348,100.677
BLDG_001,2026-07-23 07:00:00,2026-07-24 00:00:00,17,112.424,104.67754,109.667
BLDG_001,2026-07-23 07:00:00,2026-07-24 01:00:00,18,110.387,106.6488,107.226
BLDG_001,2026-07-23 07:00:00,2026-07-24 02:00:00,19,102.311,108.778564,101.309
BLDG_001,2026-07-23 07:00:00,2026-07-24 03:00:00,20,100.13,111.01112,119.724
BLDG_001,2026-07-23 07:00:00,2026-07-24 04:00:00,21,100.333,112.85522,111.518
BLDG_001,2026-07-23 07:00:00,2026-07-24 05:00:00,22,43.01,113.748505,109.546
BLDG_001,2026-07-23 07:00:00,2026-07-24 06:00:00,23,104.618,112.66144,113.022
BLDG_001,2026-07-23 07:00:00,2026-07-24 07:00:00,24,104.797,104.91655,109.73
BLDG_001,2026-07-23 08:00:00,2026-07-23 09:00:00,1,120.877,311.90976,306.558
BLDG_001,2026-07-23 08:00:00,2026-07-23 10:00:00,2,119.961,309.12894,310.779
BLDG_001,2026-07-23 08:00:00,2026-07-23 11:00:00,3,121.998,307.86813,316.132
BLDG_001,2026-07-23 08:00:00,2026-07-23 12:00:00,4,305.453,307.5545,320.251
BLDG_001,2026-07-23 08:00:00,2026-07-23 13:00:00,5,310.977,304.29483,314.187
BLDG_001,2026-07-23 08:00:00,2026-07-23 14:00:00,6,307.429,301.3604,298.625
BLDG_001,2026-07-23 08:00:00,2026-07-23 15:00:00,7,306.648,298.82416,291.731
BLDG_001,2026-07-23 08:00:00,2026-07-23 16:00:00,8,307.778,297.00516,307.21
BLDG_001,2026-07-23 08:00:00,2026-07-23 17:00:00,9,316.925,295.86545,290.875
BLDG_001,2026-07-23 08:00:00,2026-07-23 18:00:00,10,293.63,296.56082,272.582
BLDG_001,2026-07-23 08:00:00,2026-07-23 19:00:00,11,298.347,291.46005,290.437
BLDG_001,2026-07-23 08:00:00,2026-07-23 20:00:00,12,97.004,103.614235,107.983
BLDG_001,2026-07-23 08:00:00,2026-07-23 21:00:00,13,90.635,105.267685,104.19
BLDG_001,2026-07-23 08:00:00,2026-07-23 22:00:00,14,94.768,106.158295,103.863
BLDG_001,2026-07-23 08:00:00,2026-07-23 23:00:00,15,39.346,106.82369,100.677
BLDG_001,2026-07-23 08:00:00,2026-07-24 00:00:00,16,112.424,105.489334,109.667
BLDG_001,2026-07-23 08:00:00,2026-07-24 01:00:00,17,110.387,107.23838,107.226
BLDG_001,2026-07-23 08:00:00,2026-07-24 02:00:00,18,102.311,109.245705,101.309
BLDG_001,2026-07-23 08:00:00,2026-07-24 03:00:00,19,100.13,111.279465,119.724
BLDG_001,2026-07-23 08:00:00,2026-07-24 04:00:00,20,100.333,112.891266,111.518
BLDG_001,2026-07-23 08:00:00,2026-07-24 05:00:00,21,43.01,113.71198,109.546
BLDG_001,2026-07-23 08:00:00,2026-07-24 06:00:00,22,104.618,112.421814,113.022
BLDG_001,2026-07-23 08:00:00,2026-07-24 07:00:00,23,104.797,114.31623,109.73
BLDG_001,2026-07-23 08:00:00,2026-07-24 08:00:00,24,315.245,307.7057,310.971
BLDG_001,2026-07-23 09:00:00,2026-07-23 10:00:00,1,119.961,298.1018,310.779
BLDG_001,2026-07-23 09:00:00,2026-07-23 11:00:00,2,121.998,305.04584,316.132
BLDG_001,2026-07-23 09:00:00,2026-07-23 12:00:00,3,305.453,305.3767,320.251
BLDG_001,2026-07-23 09:00:00,2026-07-23 13:00:00,4,310.977,304.46072,314.187
BLDG_001,2026-07-23 09:00:00,2026-07-23 14:00:00,5,307.429,301.0116,298.625
BLDG_001,2026-07-23 09:00:00,2026-07-23 15:00:00,6,306.648,298.159,291.731
BLDG_001,2026-07-23 09:00:00,2026-07-23 16:00:00,7,307.778,296.2037,307.21
BLDG_001,2026-07-23 09:00:00,2026-07-23 17:00:00,8,316.925,295.43393,290.875
BLDG_001,2026-07-23 09:00:00,2026-07-23 18:00:00,9,293.63,296.78598,272.582
BLDG_001,2026-07-23 09:00:00,2026-07-23 19:00:00,10,298.347,297.28055,290.437
BLDG_001,2026-07-23 09:00:00,2026-07-23 20:00:00,11,97.004,105.04687,107.983
BLDG_001,2026-07-23 09:00:00,2026-07-23 21:00:00,12,90.635,103.88288,104.19
BLDG_001,2026-07-23 09:00:00,2026-07-23 22:00:00,13,94.768,103.76619,103.863
BLDG_001,2026-07-23 09:00:00,2026-07-23 23:00:00,14,39.346,105.066895,100.677
BLDG_001,2026-07-23 09:00:00,2026-07-24 00:00:00,15,112.424,104.057,109.667
BLDG_001,2026-07-23 09:00:00,2026-07-24 01:00:00,16,110.387,105.76221,107.226
BLDG_001,2026-07-23 09:00:00,2026-07-24 02:00:00,17,102.311,107.7014,101.309
BLDG_001,2026-07-23 09:00:00,2026-07-24 03:00:00,18,100.13,109.632034,119.724
BLDG_001,2026-07-23 09:00:00,2026-07-24 04:00:00,19,100.333,111.15785,111.518
BLDG_001,2026-07-23 09:00:00,2026-07-24 05:00:00,20,43.01,111.85342,109.546
BLDG_001,2026-07-23 09:00:00,2026-07-24 06:00:00,21,104.618,109.86994,113.022
BLDG_001,2026-07-23 09:00:00,2026-07-24 07:00:00,22,104.797,110.42025,109.73
BLDG_001,2026-07-23 09:00:00,2026-07-24 08:00:00,23,315.245,304.1292,310.971
BLDG_001,2026-07-23 09:00:00,2026-07-24 09:00:00,24,312.29,305.3988,120.877
BLDG_001,2026-07-23 10:00:00,2026-07-23 11:00:00,1,121.998,294.5996,316.132
BLDG_001,2026-07-23 10:00:00,2026-07-23 12:00:00,2,305.453,301.42535,320.251
BLDG_001,2026-07-23 10:00:00,2026-07-23 13:00:00,3,310.977,302.66922,314.187
BLDG_001,2026-07-23 10:00:00,2026-07-23 14:00:00,4,307.429,300.9148,298.625
BLDG_001,2026-07-23 10:00:00,2026-07-23 15:00:00,5,306.648,297.72263,291.731
BLDG_001,2026-07-23 10:00:00,2026-07-23 16:00:00,6,307.778,295.58255,307.21
BLDG_001,2026-07-23 10:00:00,2026-07-23 17:00:00,7,316.925,294.9498,290.875
BLDG_001,2026-07-23 10:00:00,2026-07-23 18:00:00,8,293.63,296.7523,272.582
BLDG_001,2026-07-23 10:00:00,2026-07-23 19:00:00,9,298.347,299.00067,290.437
BLDG_001,2026-07-23 10:00:00,2026-07-23 20:00:00,10,97.004,113.26257,107.983
BLDG_001,2026-07-23 10:00:00,2026-07-23 21:00:00,11,90.635,101.94824,104.19
BLDG_001,2026-07-23 10:00:00,2026-07-23 22:00:00,12,94.768,101.260956,103.863
BLDG_001,2026-07-23 10:00:00,2026-07-23 23:00:00,13,39.346,103.18402,100.677
BLDG_001,2026-07-23 10:00:00,2026-07-24 00:00:00,14,112.424,102.34824,109.667
BLDG_001,2026-07-23 10:00:00,2026-07-24 01:00:00,15,110.387,104.01916,107.226
BLDG_001,2026-07-23 10:00:00,2026-07-24 02:00:00,16,102.311,105.9394,101.309
BLDG_001,2026-07-23 10:00:00,2026-07-24 03:00:00,17,100.13,107.86978,119.724
BLDG_001,2026-07-23 10:00:00,2026-07-24 04:00:00,18,100.333,109.42905,111.518
BLDG_001,2026-07-23 10:00:00,2026-07-24 05:00:00,19,43.01,110.0903,109.546
BLDG_001,2026-07-23 10:00:00,2026-07-24 06:00:00,20,104.618,107.32188,113.022
BLDG_001,2026-07-23 10:00:00,2026-07-24 07:00:00,21,104.797,111.65329,109.73
BLDG_001,2026-07-23 10:00:00,2026-07-24 08:00:00,22,315.245,303.9941,310.971
BLDG_001,2026-07-23 10:00:00,2026-07-24 09:00:00,23,312.29,303.3285,120.877
BLDG_001,2026-07-23 10:00:00,2026-07-24 10:00:00,24,313.417,311.93286,119.961
BLDG_001,2026-07-23 11:00:00,2026-07-23 12:00:00,1,305.453,286.7217,320.251
BLDG_001,2026-07-23 11:00:00,2026-07-23 13:00:00,2,310.977,296.06357,314.187
BLDG_001,2026-07-23 11:00:00,2026-07-23 14:00:00,3,307.429,298.56656,298.625
BLDG_001,2026-07-23 11:00:00,2026-07-23 15:00:00,4,306.648,297.06595,291.731
BLDG_001,2026-07-23 11:00:00,2026-07-23 16:00:00,5,307.778,294.96307,307.21
BLDG_001,2026-07-23 11:00:00,2026-07-23 17:00:00,6,316.925,294.4062,290.875
BLDG_001,2026-07-23 11:00:00,2026-07-23 18:00:00,7,293.63,296.33286,272.582
BLDG_001,2026-07-23 11:00:00,2026-07-23 19:00:00,8,298.347,298.27362,290.437
BLDG_001,2026-07-23 11:00:00,2026-07-23 20:00:00,9,97.004,121.71267,107.983
BLDG_001,2026-07-23 11:00:00,2026-07-23 21:00:00,10,90.635,99.63071,104.19
BLDG_001,2026-07-23 11:00:00,2026-07-23 22:00:00,11,94.768,98.89844,103.863
BLDG_001,2026-07-23 11:00:00,2026-07-23 23:00:00,12,39.346,101.30818,100.677
BLDG_001,2026-07-23 11:00:00,2026-07-24 00:00:00,13,112.424,100.63325,109.667
BLDG_001,2026-07-23 11:00:00,2026-07-24 01:00:00,14,110.387,102.2825,107.226
BLDG_001,2026-07-23 11:00:00,2026-07-24 02:00:00,15,102.311,104.17239,101.309
BLDG_001,2026-07-23 11:00:00,2026-07-24 03:00:00,16,100.13,106.051674,119.724
BLDG_001,2026-07-23 11:00:00,2026-07-24 04:00:00,17,100.333,107.546364,111.518
BLDG_001,2026-07-23 11:00:00,2026-07-24 05:00:00,18,43.01,108.01788,109.546
BLDG_001,2026-07-23 11:00:00,2026-07-24 06:00:00,19,104.618,104.35968,113.022
BLDG_001,2026-07-23 11:00:00,2026-07-24 07:00:00,20,104.797,114.00397,109.73
BLDG_001,2026-07-23 11:00:00,2026-07-24 08:00:00,21,315.245,303.42618,310.971
BLDG_001,2026-07-23 11:00:00,2026-07-24 09:00:00,22,312.29,301.09024,120.877
BLDG_001,2026-07-23 11:00:00,2026-07-24 10:00:00,23,313.417,310.0389,119.961
BLDG_001,2026-07-23 11:00:00,2026-07-24 11:00:00,24,307.201,314.4843,121.998
BLDG_001,2026-07-23 12:00:00,2026-07-23 13:00:00,1,310.977,284.879,314.187
BLDG_001,2026-07-23 12:00:00,2026-07-23 14:00:00,2,307.429,294.12854,298.625
